Case_Status,Class_Of_Admission,Decision_Date,Employer_Name,Employer_State,Job_Title,US_Economic_Sector,Wage_Offer,Wage_Offer_Unit
Certified,H-1B,12/13/2011,VERINT SYSTEMS INC.,MD,Marketing Managers,Advanced Mfg,132059,Annually
Denied,Others,12/20/2011,BAYA INC.,NY,"Inspectors, Testers, Sorters, Samplers, and Weighers",Transportation,132451.2,Annually
Denied,Others,12/21/2011,TANDOORI ENTERPRISE INC.,NY,Chefs and Head Cooks,Hospitality,132889.2,Annually
Denied,F-1,10/17/2011,CAFE TIRAMISU LLC,CA,"Cooks, Restaurant",Hospitality,133590,Annually
Withdrawn,F-1,11/8/2011,SANGUN SHIN DBA MINATOSUSHI,CA,Chefs and Head Cooks,Hospitality,134466,Annually
Denied,Others,10/27/2011,LAMPLIGHTER APARTMENT,CA,"Maintenance and Repair Workers, General",Construction,134553.6,Annually
Certified,H-1B,11/9/2011,"HARRAH'S OPERATING COMPANY, INC.",NV,Computer and Information Systems Managers,Hospitality,135000,Annually
Withdrawn,H-1B,10/5/2011,"ZS ASSOCIATES, INC.",IL,Marketing Managers,Other Economic Sector,135000,Annually
Certified-Expired,H-1B,10/24/2011,GUARDIANDRUG COMPANY,NJ,Natural Sciences Managers,Advanced Mfg,135450,Annually
Certified,H-1B,12/7/2011,GREAT LAKES CENTER FOR YOUTH DEVELOPMENT,MI,Public Relations Specialists,Other Economic Sector,135604.8,Annually
Denied,Others,10/7/2011,QUALITY TILE CORP.,NY,Tile and Marble Setters,Construction,136130.4,Annually
Certified,Others,12/22/2011,"WORLD ELECTRIC & CONSTRUCTION COMPANY, INC.",GU,"Mobile Heavy Equipment Mechanics, Except Engines",Construction,136130.4,Annually
Certified,H-1B,12/8/2011,"QUALCOMM, INC.",CA,Engineering Managers,Advanced Mfg,136781,Annually
Certified-Expired,H-1B,10/20/2011,ODEON CAPITAL GROUP LLC,NY,Financial Analysts,Finance,137000,Annually
Certified-Expired,H-1B,11/1/2011,NATIONAL BANK OF CANADA FINANCIAL INC.,NY,Financial Analysts,Finance,137000,Annually
Certified-Expired,Others,10/13/2011,NIKO DEVELOPMENT CORP,NY,"Painters, Construction and Maintenance",Construction,137006.4,Annually
Certified-Expired,H-1B,10/20/2011,"UNBOUNDED SOLUTIONS, INC.",GA,Computer and Information Systems Managers,IT,138000,Annually
Denied,L-1,10/27/2011,BROADCOM CORPORATION,CA,"Computer Software Engineers, Systems Software",Advanced Mfg,138000,Annually
Certified-Expired,Others,10/7/2011,GIORGIO SPANU,NY,Farmers and Ranchers,Agribusiness,138232.8,Annually
Denied,Others,10/25/2011,VORDONIA CONTRACTING & SUPLIES CORP,NY,Construction Carpenters,Construction,138408,Annually
Certified-Expired,H-1B,10/21/2011,DEFIANCE TESTING & ENGINEERING,MI,Sales Managers,Aerospace,139464,Annually
Certified-Expired,H-1B,10/21/2011,INFINERA CORPORATION,CA,Computer Hardware Engineers,Advanced Mfg,139500,Annually
Certified,H-1B,12/9/2011,R.M. HARRIS CO INC,CA,Engineering Managers,Aerospace,140000,Annually
Certified-Expired,H-1B,10/20/2011,TRUSTEES OF BOSTON UNIVERSITY,MA,"Health Specialties Teachers, Postsecondary",Educational Services,140000,Annually
Denied,H-1B,12/15/2011,"ADVENT GLOBAL SOLUTIONS,INC.",TX,Computer and Information Systems Managers,IT,140000,Annually
Certified,Others,11/18/2011,"KANTUTAS RESTAURANT,LLC.",MD,Chefs and Head Cooks,Hospitality,140510.4,Annually
Certified-Expired,H-1B,10/24/2011,LATINO COMMUNICATIONS CORPORATION,TX,Chief Executives,IT,140878,Annually
Certified,H-1B,11/3/2011,HSB SOLOMON ASSOCIATES LLC,TX,Engineering Managers,Other Economic Sector,141731,Annually
Certified-Expired,H-1B,10/20/2011,NANO SECURITY INC,NY,Security and Fire Alarm Systems Installers,Homeland Security,143576.4,Annually
Denied,H-1B,10/21/2011,INTERTRUST TECHNOLOGIES CORPORATION,CA,"Computer Software Engineers, Systems Software",IT,143582,Annually
Certified,H-1B,12/14/2011,"BIO-RAD LABORATORIES, INC.",CA,Engineering Managers,Biotechnology,148907,Annually
Certified,H-1B,11/16/2011,JPMORGAN CHASE & CO.,NY,Financial Analysts,Other Economic Sector,150000,Annually
Certified,Others,11/18/2011,3L MEDIA INC.,CA,Marketing Managers,IT,150000,Annually
Certified,H-1B,12/30/2011,ACE AMERICAN INSURANCE COMPANY,NY,Financial Analysts,Finance,150000,Annually
Certified,H-1B,12/30/2011,ALLIANCEBERNSTEIN L.P.,NY,Financial Analysts,Finance,150000,Annually
Certified,H-1B,11/18/2011,TPG-AXON MANAGEMENT LP,NY,Financial Analysts,Finance,150000,Annually
Certified,H-1B,12/9/2011,BAUDUCCO FOODS INC.,FL,General and Operations Managers,Other Economic Sector,150000,Annually
Denied,H-1B,10/19/2011,"H MART WEST, INC.",CA,Procurement Clerks,Retail,150058.8,Annually
Certified-Expired,H-1B,10/11/2011,CARNEGIE MELLON UNIVERSITY,PA,"Business Teachers, Postsecondary",Educational Services,152776,Annually
Certified,H-1B,12/12/2011,"NATIONAL OILWELL VARCO, L.P.",TX,General and Operations Managers,Energy,152942,Annually
Certified-Expired,Others,10/24/2011,HONG KONG CHEF,PA,Chefs and Head Cooks,Hospitality,153037.2,Annually
Certified,H-1B,11/9/2011,CARNEGIE MELLON UNIVERSITY,PA,"Economics Teachers, Postsecondary",Educational Services,154000,Annually
Certified,H-1B,11/8/2011,CARNEGIE MELLON UNIVERSITY,PA,"Economics Teachers, Postsecondary",Educational Services,154000,Annually
Certified,H-1B,12/27/2011,PRICEWATERHOUSECOOPERS,NY,Financial Managers,Other Economic Sector,156500,Annually
Denied,Others,12/15/2011,LDC INC,RI,First-Line Supervisors/Managers of Production and Operating Workers,Advanced Mfg,157680,Annually
Certified,H-1B,11/18/2011,"MOORE CAPITAL MANAGEMENT, LP",NY,Financial Analysts,Finance,160000,Annually
Certified,Others,11/16/2011,"PUBLICIS, INC.",NY,Art Directors,Other Economic Sector,160000,Annually
Certified,H-1B,11/17/2011,SUN TRADING LLC,IL,Computer Systems Analysts,Finance,160000,Annually
Certified-Expired,F-1,10/26/2011,"THE TIMING, INC.",CA,"Bookkeeping, Accounting, and Auditing Clerks",Advanced Mfg,160045.2,Annually
Denied,H-1B,10/28/2011,DGN TECHNOLOGIES INC.,CA,Computer and Information Systems Managers,IT,160285,Annually
Denied,H-1B,10/21/2011,DGN TECHNOLOGIES INC.,CA,Computer and Information Systems Managers,IT,160285,Annually
Denied,Others,10/12/2011,MAMCO INC. DBA: OLD MAN RAFFERTY'S,NY,Chefs and Head Cooks,Hospitality,160395.6,Annually
Certified-Expired,L-1,10/20/2011,HEWLETT-PACKARD COMPANY,CA,Computer Systems Analysts,Advanced Mfg,165000,Annually
Certified,Others,12/6/2011,"JACEK KRZOSEK INSURANCE AGENCY, INC",IL,Executive Secretaries and Administrative Assistants,Finance,165914.4,Annually
Certified-Expired,H-1B,10/14/2011,UNIVERSITY PHYSICIAN ASSOCIATES,MO,"Internists, General",Health Care,166400,Annually
Denied,Others,11/29/2011,A ROYAL FLUSH,CA,Septic Tank Servicers and Sewer Pipe Cleaners,Other Economic Sector,166440,Annually
Certified,Others,12/23/2011,WATKINS PLUMBING & PIPING,NC,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,Construction,168542.4,Annually
Certified-Expired,Others,11/1/2011,"ATREVETE, INC.",CA,Marketing Managers,Other Economic Sector,169312,Annually
Certified-Expired,H-1B,10/19/2011,WENTWORTH-DOUGLASS PHYSICIAN CORPORATION,NH,"Internists, General",Health Care,170000,Annually
Denied,H-1B,10/7/2011,JPMORGAN CHASE & CO.,NY,Financial Analysts,Other Economic Sector,170000,Annually
Certified,H-1B,12/21/2011,RIAMEDICAL LLC,MO,"Internists, General",Health Care,170000,Annually
Certified,H-1B,12/8/2011,"GOLDMAN SACHS, & CO.",NY,Financial Analysts,Finance,170000,Annually
Certified-Expired,H-1B,10/11/2011,"TWO SIGMA INVESTMENTS, LLC",NY,Statisticians,Finance,170000,Annually
Certified-Expired,H-1B,10/31/2011,"FREESCALE SEMICONDUCTOR, INC.",CA,"Computer and Information Scientists, Research",Advanced Mfg,170040,Annually
Certified,H-1B,11/17/2011,"PULSIC, INC.",CA,Chief Executives,IT,171101,Annually
Certified-Expired,H-1B,10/5/2011,MARSHFIELD CLINIC,WI,"Internists, General",Health Care,171200,Annually
Denied,H-1B,10/19/2011,NATHAN LITTAUER HOSPITAL & NURSING HOME,NY,Medical and Clinical Laboratory Technologists,Health Care,171433.2,Annually
Denied,F-1,10/17/2011,E.R. COPPER ROOF SPECIALIST,CT,Roofers,Construction,171608.4,Annually
Denied,H-1B,10/24/2011,HIAWATHA COMMUNITY HOSPITAL,KS,Medical and Clinical Laboratory Technologists,Health Care,171871.2,Annually
Certified,Others,12/14/2011,BELGIUM DIAMOND INC,NY,Gem and Diamond Workers,Other Economic Sector,174586.8,Annually
Certified,H-1B,11/7/2011,GOLDMAN SACHS & CO.,NY,Financial Analysts,Finance,175000,Annually
Certified,Others,11/18/2011,"DROGA5, LLC",NY,Art Directors,Other Economic Sector,175000,Annually
Denied,Others,12/22/2011,"SYLVESTER ROOFING CO, INC.",CA,Roofers,Construction,178003.2,Annually
Denied,H-1B,10/27/2011,"ASHE MEMORIAL HOSPITAL, INC",NC,Medical and Clinical Laboratory Technologists,Health Care,178178.4,Annually
Denied,Others,10/21/2011,"FENWAY FLOOR, INC",NY,Carpet Installers,Construction,178353.6,Annually
Denied,H-1B,10/24/2011,SUTTONPARK CAPITAL,TN,Financial Managers,Finance,180000,Annually
Denied,Others,12/28/2011,"WRAP TOP CONSTRUCTION, INC",VA,Construction Carpenters,Construction,182383.2,Annually
Denied,Others,10/18/2011,PERDIKARIS CONSTANTINE DEVELOPERS INC.,NY,Executive Secretaries and Administrative Assistants,Construction,183960,Annually
Denied,Others,10/13/2011,"GT INDUSTRIES, INC",NY,Construction Carpenters,Construction,184047.6,Annually
Certified-Expired,H-1B,10/28/2011,JEWISH PHYSICIAN GROUP,KY,"Internists, General",Health Care,185000,Annually
Denied,Others,10/12/2011,"ROCHE BOBOIS, USA LTD",NY,General and Operations Managers,Retail,187491,Annually
Certified-Expired,H-1B,11/1/2011,WANNABE FASHION CORP.,FL,Logisticians,Other Economic Sector,188340,Annually
Certified-Expired,L-1,10/28/2011,NES OVERSEAS (USA) LLC,TX,Operations Research Analysts,Aerospace,188880,Annually
Denied,Others,10/28/2011,YASUDA ENTERPRISE DEVELOPMENT AMERICA INC.,CA,Financial Analysts,Finance,190000,Annually
Certified-Expired,H-1B,10/4/2011,HAMILTON-MADISON HOUSE,NY,Mental Health and Substance Abuse Social Workers,Other Economic Sector,190617.6,Annually
Certified,H-1B,11/3/2011,H COMMERCE INC,NJ,Computer Operators,Retail,190792.8,Annually
Denied,Others,11/23/2011,"NERASIA, INC. D/B/A  SLICED BUN",NY,Chefs and Head Cooks,Hospitality,191668.8,Annually
Denied,Others,12/14/2011,JNS LIMITED LIABILITY LIMITED PARTNERSHIP,AZ,"Construction and Related Workers, All Other",Construction,192720,Annually
Denied,Others,12/20/2011,JNS LIMITED LIABILITY LIMITED PARTNERSHIP,AZ,"Construction and Related Workers, All Other",Construction,192720,Annually
Certified-Expired,H-1B,10/20/2011,"PRO SPECIALTIES GROUP, INC.",CA,"Wholesale and Retail Buyers, Except Farm Products",Other Economic Sector,194121.6,Annually
Certified-Expired,H-1B,10/21/2011,"CHARLES KOMAR & SONS, INC.",NY,General and Operations Managers,Advanced Mfg,195000,Annually
Denied,Others,10/27/2011,"ROCKLAND BAKERY, INC.",NY,First-Line Supervisors/Managers of Production and Operating Workers,Advanced Mfg,198676.8,Annually
Denied,Others,10/5/2011,BAFTER FOOD CORP D/B/A MET FOOD SUPERMARKET,NY,First-Line Supervisors/Managers of Retail Sales Workers,Retail,198852,Annually
Certified,H-1B,12/8/2011,"MOORE CAPITAL MANAGEMENT, LP",NY,"Sales Agents, Securities and Commodities",Finance,200000,Annually
Denied,H-1B,10/24/2011,MIDLANDS MANAGEMENT CORP,OK,General and Operations Managers,Finance,200000,Annually
Certified-Expired,H-1B,10/21/2011,CALANCE CORPORATION,CA,Chief Executives,IT,200000,Annually
Denied,H-1B,12/23/2011,"INTEGRATED RESOURCES, INC.",CT,Occupational Therapists,Health Care,200253.6,Annually
Certified-Expired,Others,10/25/2011,"MORETA & ASSOCIATES, INT.",MD,"Bookkeeping, Accounting, and Auditing Clerks",Finance,203757.6,Annually
Denied,H-1B,12/13/2011,"FS PATRIOT LLC, DBA BRAINTREE REHAB HOSPITAL",MA,Speech-Language Pathologists,Health Care,204283.2,Annually
Certified-Expired,Others,10/20/2011,"R & S SIDING, INC.",NJ,"Electric Motor, Power Tool, and Related Repairers",Other Economic Sector,204896.4,Annually
Denied,Others,12/12/2011,R&S SIDING INC,NJ,Roofers,Construction,205334.4,Annually
Denied,Others,11/17/2011,SALO-SALO GRILL,CA,Chefs and Head Cooks,Hospitality,207261.6,Annually
Denied,H-1B,12/22/2011,"SEVONE, INC.",DE,Computer Programmers,IT,217248,Annually
Withdrawn,B-1,10/19/2011,"LG HOUSEHOLD & HEALTH CARE AMERICA, INC.",NJ,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Other Economic Sector,221890.8,Annually
Denied,B-1,12/1/2011,"BILLY N. GERIS, M.D., MEDICAL CLINIC",NY,Accountants and Auditors,Health Care,223730.4,Annually
Certified-Expired,H-1B,10/24/2011,"SEOUL SHIK POOM, INC.",NJ,First-Line Supervisors/Managers of Office and Administrative Support Workers,Other Economic Sector,224168.4,Annually
Certified,H-1B,11/17/2011,"GOLDMAN, SACHS & CO.",NY,Financial Analysts,Finance,225000,Annually
Certified,H-1B,12/7/2011,SYMANTEC CORPORATION,CA,Marketing Managers,Other Economic Sector,225000,Annually
Certified-Expired,H-1B,10/19/2011,"GOLDMAN, SACHS & CO.",NY,Operations Research Analysts,Finance,225000,Annually
Certified-Expired,H-1B,10/6/2011,BRICKENS CONSTRUCTION INC,NY,Civil Engineers,Construction,233716.8,Annually
Certified,Others,11/30/2011,CORNERSTONE ARCHITECTS,NY,Civil Engineers,Other Economic Sector,233716.8,Annually
Certified-Expired,Others,10/6/2011,ELITE GROUP INTERNATIONAL MARKETING AND TRADING IN,NY,"Wholesale and Retail Buyers, Except Farm Products",Other Economic Sector,234417.6,Annually
Denied,F-1,12/1/2011,"KOUSA USA, INC",CA,Art Directors,Other Economic Sector,236520,Annually
Certified-Expired,H-1B,10/13/2011,BANK OF AMERICA,NY,"Financial Managers, Branch or Department",Finance,240000,Annually
Certified,H-1B,11/3/2011,ADVANCED TECHNOLOGY CONSULTING SERVICE INC,NJ,Computer Programmers,IT,240549.6,Annually
Certified,H-1B,11/10/2011,ADVANCED TECHNOLOGY CONSULTING SERVICE INC,NJ,Computer Programmers,IT,240549.6,Annually
Certified,B-1,12/19/2011,"FORPLAY CATALOG, INC.",CA,Accountants,Advanced Mfg,242476.8,Annually
Certified,H-1B,12/5/2011,"COMPUNNEL SOFTWARE GROUP, INC.",NJ,Computer Systems Analysts,IT,245718,Annually
Certified,H-1B,12/13/2011,"BROKEN SOUND COUNTRY CLUB, INC",FL,Marketing Managers,Other Economic Sector,248696.4,Annually
Certified,Others,11/9/2011,"CUSTOM PLUMBING & HEATING, INC.",NJ,Pipe Fitters,Construction,249309.6,Annually
Certified-Expired,H-1B,11/2/2011,NITEO PARTNERS INC.,NJ,Computer Systems Analysts,IT,253076.4,Annually
Certified-Expired,H-1B,10/14/2011,TOTAL TENNIS SAUGERTIES NY LLC,NY,Financial Managers,Hospitality,262800,Annually
Certified,H-1B,11/28/2011,DATAMART SYSTEMS INC,NJ,"Computer Software Engineers, Applications",IT,262800,Annually
Certified,H-1B,12/6/2011,"AEQUOR TECHNOLOGIES, INC.",NJ,Computer Systems Analysts,IT,266566.8,Annually
Denied,H-1B,11/30/2011,VIRTUAL MATRIX CORPORATION,MN,"Computer Software Engineers, Applications",IT,271209.6,Annually
Denied,H-1B,10/12/2011,"GOLDMAN, SACHS & CO.",NY,Financial Analysts,Finance,275000,Annually
Certified,Others,12/8/2011,D.B.A. RESTAURANT X THE BULLY BOYS BAR,NY,Chefs and Head Cooks,Hospitality,276378,Annually
Certified,H-1B,11/21/2011,LEEWARD INTERNATIONAL,NY,Accountants,Advanced Mfg,287503.2,Annually
Withdrawn,Others,11/22/2011,ETERNA - TEA & COFFEE INC.,NJ,Food Service Managers,Hospitality,291532.8,Annually
Certified-Expired,H-1B,10/4/2011,OAKLAND PHARMACY RX LLC,NJ,Pharmacists,Retail,292934.4,Annually
Certified,H-1B,11/7/2011,KFORCE INC.,FL,Computer Systems Analysts,Finance,297840,Annually
Certified-Expired,H-1B,10/27/2011,ENERGY BBDO,IL,Advertising and Promotions Managers,Other Economic Sector,300000,Annually
Certified-Expired,H-1B,10/3/2011,HAYS MEDICAL CENTER,KS,"Internists, General",Health Care,300000,Annually
Denied,H-1B,10/25/2011,MARSHFIELD CLINIC,WI,"Physicians and Surgeons, All Other",Health Care,300000,Annually
Certified,H-1B,12/13/2011,"ORTHOPAEDIC & NEUROLOGICAL REHAB, INC.",CA,Occupational Therapists,Health Care,301081.2,Annually
Certified,H-1B,12/12/2011,"ORTHOPAEDIC & NEUROLOGICAL REHAB, INC.",CA,Occupational Therapists,Health Care,301081.2,Annually
Withdrawn,Others,10/13/2011,ELMO USA CORP.,NY,Private Sector Executives,Advanced Mfg,301816,Annually
Certified-Expired,H-1B,10/5/2011,SOUTHAMPTON HOSPITAL,NY,Medical and Clinical Laboratory Technologists,Health Care,302044.8,Annually
Certified-Expired,H-1B,10/7/2011,"CIBER, INC.",CO,Computer Systems Analysts,IT,305899.2,Annually
Denied,Others,10/25/2011,"TEX-ELLENT, INC. (DBA. PARAMOUNT TEXTILES)",CA,Administrative Services Managers,Advanced Mfg,308877.6,Annually
Withdrawn,H-1B,11/16/2011,"MGL AMERICAS, INC.",NJ,Computer Systems Analysts,IT,311067.6,Annually
Certified,Others,11/17/2011,"NEW K.S.A.I.,INC.",NY,Logisticians,Transportation,313170,Annually
Certified-Expired,H-1B,10/17/2011,CRS RETAIL SYSTEMS,NY,Computer Programmers,IT,315622.8,Annually
Denied,H-1B,10/21/2011,PORTAGE HEALTH INC,MI,Obstetricians and Gynecologists,Health Care,316125,Annually
Certified-Expired,H-1B,10/28/2011,"ININE TECHNOLOGIES, LLC",NJ,Computer and Information Systems Managers,IT,324645.6,Annually
Certified,H-1B,11/3/2011,"AMERICAN STAR ALLIANCE, INC",NJ,"Computer Software Engineers, Applications",IT,324733.2,Annually
Certified,H-1B,11/9/2011,ZGAGE INC.,NJ,"Computer Software Engineers, Systems Software",IT,333318,Annually
Denied,F-1,10/25/2011,"ELLEN & ERIC ENTERPRISES, INC.",CA,Market Research Analysts,Other Economic Sector,340851.6,Annually
Certified-Expired,Others,10/25/2011,GREEN GRILL INC.,NJ,Chefs and Head Cooks,Hospitality,340939.2,Annually
Certified-Expired,Others,11/1/2011,MIDATLANTIC VENTURES,MD,Pharmacists,Retail,350400,Annually
Denied,H-1B,10/26/2011,BODEN INC.,NJ,"Biological Scientists, All Other",IT,350400,Annually
Denied,H-1B,10/13/2011,CLARIDGE IMPERIAL LTD,IL,Occupational Therapists,Health Care,350400,Annually
Withdrawn,H-1B,10/20/2011,UNIVERSITY OF UTAH,UT,"Internists, General",Educational Services,367500,Annually
Certified-Expired,H-1B,10/20/2011,MICROSEMI CORPORATION,CA,"Electronics Engineers, Except Computer",Advanced Mfg,371599.2,Annually
Denied,H-1B,11/4/2011,"SMART SOURCE TECHNOLOGIES, INC.",NJ,"Computer Software Engineers, Systems Software",IT,372124.8,Annually
Certified,H-1B,11/22/2011,FAIRFAX 123 HOTEL LIMITED PARTNERSHIP,VA,"Computer Software Engineers, Systems Software",Hospitality,382111.2,Annually
Denied,H-1B,12/30/2011,ERNST & YOUNG LLP,NY,Accountants and Auditors,Finance,400000,Annually
Denied,H-1B,11/30/2011,"ALLSOFT TECHNOLOGIES, INC.",CA,"Computer Software Engineers, Systems Software",IT,402960,Annually
Certified,H-1B,12/29/2011,BAMM INC,NJ,Computer Systems Analysts,IT,417764.4,Annually
Withdrawn,Others,12/8/2011,"INSOL, INC.",CA,Marketing Managers,Other Economic Sector,440540.4,Annually
Certified,H-1B,12/12/2011,"CVS RX SERVICES, INC",MA,Pharmacists,Retail,462528,Annually
Certified-Expired,H-1B,10/11/2011,"CVS RX SERVICES, INC",CA,Pharmacists,Retail,494940,Annually
Certified-Expired,Others,11/1/2011,"DR. JORGE F. SANCHEZ, D.D.S.",CA,"Dentists, General",Health Care,495728.4,Annually
Certified,H-1B,12/13/2011,"CVS RX SERVICES, INC",AZ,Pharmacists,Retail,499758,Annually
Certified,H-1B,12/14/2011,"CVS RX SERVICES, INC",FL,Pharmacists,Retail,500546.4,Annually
Certified-Expired,H-1B,11/2/2011,"AMPET, INC.",MI,Marketing Managers,Other Economic Sector,552668.4,Annually
Certified-Expired,H-1B,10/20/2011,"CVS RX SERVICES, INC",AZ,Pharmacists,Retail,567210,Annually
Certified,H-1B,12/14/2011,"CVS RX SERVICES, INC",CA,Pharmacists,Retail,569400,Annually
Withdrawn,H-1B,11/4/2011,QUINCY PHYSICIANS AND SURGEONS CLINIC,IL,"Internists, General",Health Care,600000,Annually
Denied,H-1B,12/2/2011,"JSMN INTERNATIONAL, INC.",NJ,Computer and Information Systems Managers,IT,697033.2,Annually
